doc_id,document_title,source,document_family,act_type,article_label,article_code,requirement_no,req_type,requirement_text,status,confidence,citation_ref,citation_snippet
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 2,2,1,OBLIGATION,Les déchets dont la liste est fixée.,TO_VALIDATE,0.8100000023841858,Art. 2 (p.1-1),Les déchets dont la liste est fixée.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 2,2,2,OBLIGATION,Toutes les opérations visant l'élimination définitive des déchets doivent être réalisées conformément à des conditions assurant la prévention des risques pour la santé de l'homme et sans faire usage de méthodes et de moyens pouvant causer un dommage à l'environnement.,TO_VALIDATE,0.75,Art. 2 (p.1-1),Toutes les opérations visant l'élimination définitive des déchets doivent être réalisées conformément à des conditions assurant la prévention des risques pour la santé de l'homme et sans faire usage de méthodes et de moyens pouvant causer un dommage à l'environnement.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 4,4,3,OBLIGATION,"Toute personne dont l'activité produit des déchets ou qui détient des déchets dans des conditions susceptibles d'avoir des effets négatifs sur le sol, la flore ou la faune, de causer la dégradation des sites et des paysages ou de polluer l'air ou l'eau ou d'engendrer des nuisances sonores ou des odeurs et d'une manière générale, de porter atteinte à la santé publique ou à l'environnement est tenue de les éliminer conformément aux dispositions de la présente loi et dans des conditions permettant d'éviter les effets sus-indiqués.",TO_VALIDATE,0.6499999761581421,Art. 4 (p.1-1),"Toute personne dont l'activité produit des déchets ou qui détient des déchets dans des conditions susceptibles d'avoir des effets négatifs sur le sol , la flore ou la faune, de causer la dégradation des sites et des paysages ou de polluer l'air ou l'eau ou d'engendrer des nuisances sonores ou des odeurs et d'une manière générale"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 5,5,4,CONDITION,"En cas de mise au rebut, dépôt ou rejet dans le milieu naturel sans respecter les normes en vigueur ou en cas de traitement des déchets contraire aux conditions fixées par la loi et ses textes d'application.",TO_VALIDATE,0.8999999761581421,Art. 5 (p.1-1),"En cas de mise au rebut de déchets, de leur dépôt ou de leur rejet dans le milieu naturel sans respecter les normes en vigueur et en cas de traitement des déchets d'une manière contraire aux conditions fixées par la présente loi et les textes pris pour son application"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 5,5,5,CONDITION,"Les autorités compétentes se chargent de l'élimination des déchets polluants sans mise en demeure et sans délai, dans le cas où la pollution présente un danger nécessitant l'intervention urgente ainsi que dans les cas où le contrevenant est inconnu.",TO_VALIDATE,0.8500000238418579,Art. 5 (p.1-1),"Dans le cas où la pollution présente un danger nécessitant l'intervention urgente ainsi que dans les cas où le contrevenant est inconnu, les autorités compétentes se chargent de l'élimination des déchets polluants sans mise en demeure et sans délai."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 6,6,6,RESPONSABILITE,Toute personne répond de la responsabilité du fait du dommage causé à autrui par des rejets de déchets qui étaient en sa possession ou qui proviennent des activités qu'elle entreprend ou des produits qu'elle fabrique.,TO_VALIDATE,0.75,Art. 6 (p.1-1),Les dispositions de la présente loi n'exonérent pas de la responsabilité qui incombe à toute personne du fait du dommage causé à autrui par des rejets de déchets qui étaient en sa possession ou qui proviennent des activités qu'elle entreprend ou des produits qu'elle fabrique.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 7,7,7,INTERDICTION,"L'incinération des déchets en plein air est interdite, à l'exception des déchets de végétaux.",DRAFT,0.8999999761581421,Art. 7 (p.1-1),"L'incinération des déchets en plein air et leur utilisation comme combustible sont interdites, à l'exception des déchets de végétaux."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 7,7,8,INTERDICTION,Les opérations d'élimination par incinération doivent avoir lieu dans des établissements autorisés.,DRAFT,0.8999999761581421,Art. 7 (p.1-1),Les opérations d'élimination par incinération ne doivent avoir lieu que dans des établissements autorisés conformément aux dispositions de la présente loi.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 8,8,9,CONDITION,"Toute personne dont l'activité produit des déchets ou qui détient des déchets dans des conditions susceptibles d'avoir des effets négatifs sur le sol, la flore ou la faune, de causer la dégradation des sites et des paysages, de polluer l'air ou l'eau, d'engendrer des nuisances sonores ou des odeurs, ou de porter atteinte à la santé publique ou à l'environnement est soumise à ces conditions.",TO_VALIDATE,0.6499999761581421,Art. 8 (p.1-1),"Toute personne dont l'activité produit des déchets ou qui détient des déchets dans des conditions susceptibles d'avoir des effets négatifs sur le sol , la flore ou la faune, de causer la dégradation des sites et des paysages ou de polluer l'air ou l'eau ou d'engendrer des nuisances sonores ou des odeurs et d'une manière générale, de porter atteinte à la santé publique ou à l'environnement"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 8,8,10,INTERDICTION,Il est interdit d'incinérer les déchets en plein air et de les utiliser comme combustible.,TO_VALIDATE,0.8399999737739563,Art. 8 (p.1-1),"L'incinération des déchets en plein air et leur utilisation comme combustible sont interdites, à l'exception des déchets de végétaux."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 8,8,11,INTERDICTION,"L'incinération des déchets en plein air et leur utilisation comme combustible sont interdites, à l'exception des déchets de végétaux.",TO_VALIDATE,0.8999999761581421,Art. 8 (p.1-1),"L'incinération des déchets en plein air et leur utilisation comme combustible sont interdites, à l'exception des déchets de végétaux."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 8,8,12,INTERDICTION,Il est interdit d'effectuer des opérations d'élimination des déchets en plein air et de les utiliser comme combustible.,TO_VALIDATE,0.8399999737739563,Art. 8 (p.1-1),Il est interdit d'effectuer des opérations d'élimination des déchets en plein air et de les utiliser comme combustible.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 9,9,13,OBLIGATION,"Le producteur, le distributeur ou le transporteur doit récupérer les déchets engendrés par les matières ou par les produits qu'ils produisent ou écoulent.",TO_VALIDATE,0.75,Art. 9 (p.1-1),"Est mise à la charge du producteur, du distributeur ou du transporteur l'obligation de récupérer les déchets engendrés par les matières ou par les produits qu'ils produisent ou écoulent."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 9,9,14,OBLIGATION,Les autorités compétentes peuvent obliger éliminer ces déchets.,TO_VALIDATE,0.6499999761581421,Art. 9 (p.1-1),Les autorités compétentes peuvent les obliger à éliminer ces déchets et le cas échéant.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 9,9,15,OBLIGATION,"Les autorités compétentes peuvent participer à des systèmes de récupération et d'élimination des déchets provenant d'autres produits identiques ou similaires, le cas échéant.",DRAFT,0.8500000238418579,Art. 9 (p.1-1),"Les autorités compétentes peuvent les obliger à éliminer ces déchets et le cas échéant, à participer à des systèmes de récupération et d'élimination des déchets provenant d'autres produits identiques ou similaires."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 11,11,16,OBLIGATION,"Le ministre chargé de l'environnement doit prescrire l'utilisation de certaines matières pour la fabrication d'emballages, en fonction de la nature du produit et de ses caractéristiques.",TO_VALIDATE,0.75,Art. 11 (p.2-2),"Le ministre chargé de l'environnement doit prescrire l'utilisation de certaines matières pour la fabrication d'emballages, en fonction de la nature du produit et de ses caractéristiques."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 11,11,17,OBLIGATION,"Le ministre chargé de l'environnement doit prescrire l'utilisation de matières déterminées dans la fabrication, le conditionnement ou l'emballage de certains produits.",TO_VALIDATE,0.800000011920929,Art. 11 (p.2-2),"Le ministre chargé de l'environnement doit prescrire l'utilisation de matières déterminées dans la fabrication, le conditionnement ou l'emballage de certains produits."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 12,12,18,OBLIGATION,"Les professionnels doivent mettre en place des systèmes de reprise, de valorisation ou de réutilisation des déchets d'emballage, de leur propre gré ou sur initiative des autorités compétentes.",TO_VALIDATE,0.75,Art. 12 (p.2-2),"Les professionnels mettent en place, de leur propre gré ou sur initiative des autorités compétentes, des systèmes de reprise des déchets d'emballage, de leur valorisation ou de leur réutilisation."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 12,12,19,OBLIGATION,"Les producteurs et les importateurs sont tenus d'adhérer tout système créé de collecte, de transformation ou de valorisation de catégories déterminées de déchets d'emballage.",DRAFT,0.8500000238418579,Art. 12 (p.2-2),"Les producteurs et les importateurs sont tenus d'adhérer à tout système créé de collecte, de transformation ou de valorisation de catégories déterminées de déchets d'emballage."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 12,12,20,OBLIGATION,Les autorités compétentes peuvent prescrire la livraison des déchets d'emballage ou de tous autres déchets.,TO_VALIDATE,0.8500000238418579,Art. 12 (p.2-2),Les autorités compétentes peuvent prescrire la livraison de ces déchets ou de tous autres déchets aux établissements ou aux services qu'elles désignent et selon les conditions qu'elles fixent.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 12,12,21,EXCEPTION,Les autorités compétentes peuvent prescrire la livraison de ces déchets ou de tous autres déchets aux établissements ou aux services qu'elles désignent selon les conditions qu'elles fixent.,TO_VALIDATE,0.6499999761581421,Art. 12 (p.2-2),Les autorités compétentes peuvent prescrire la livraison de ces déchets ou de tous autres déchets aux établissements ou aux services qu'elles désignent et selon les conditions qu'elles fixent .
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 17,17,22,OBLIGATION,"Une seule décharge peut recevoir plusieurs catégories de déchets à condition que les opérations d'élimination spécifiques à chacune de ces catégories soient exécutées dans des compartiments du site séparées les uns des autres et que chaque compartiment réponde aux régles et exigences spécifiques à la catégorie de décharges concernée. Une décharge peut aussi être réservée à un seul type de déchets qui se ressemblent de par leur origine, leur composition et les caractéristiques de leur lixiviat.",DRAFT,0.8999999761581421,Art. 17 (p.2-2),Une seule décharge peut recevoir plusieurs catégories de déchets à condition que les opérations d'élimination spécifiques à chacune de ces catégories soient exécutées dans des compartiments du site séparées les uns des autres et que chaque compartiment réponde aux régles et exigences spécifiques à la catégorie de décharges concernée
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 17,17,23,CONDITION,"L'ouverture de décharges et de centres de collecte, de tri et de recyclage est soumise à l'autorisation du ministre chargé de l'environnement, après accomplissement des procédures d'approbation de l'étude d'impact conformément aux réglements en vigueur et après avis de la collectivité locale concernée et des services compétents du ministère de la santé. L'autorisation indique les types de déchets qui pourront être acceptés et ceux qui devront être refusés, les règles spécifiques aux opérations de conditionnement et d'élimination, les procédures de contrôle, ainsi que les opérations d'évacuation du site et de son réaménagement.",TO_VALIDATE,0.8500000238418579,Art. 17 (p.2-2),"L'ouverture de décharges et de centres de collecte, de tri et de recyclage est soumise à l'autorisation du ministre chargé de l'environnement, après accomplissement des procédures d'approbation de l'étude d'impact conformément aux réglements en vigueur et après avis de la collectivité locale concernée et des services compétents du ministère de la santé"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 17,17,24,CONTROLE,"Les conditions d'autorisation pour l'ouverture de décharges, les règles générales devant être respectées dans l'aménagement des catégories de décharges et les conditions de leur gestion et de leur contrôle seront fixées .",TO_VALIDATE,0.6499999761581421,Art. 17 (p.2-2),"Les conditions d'autorisation pour l'ouverture de décharges, les règles générales devant être respectées dans l'aménagement des catégories de décharges et les conditions de leur gestion et de leur contrôle seront fixées ."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 19,19,25,OBLIGATION,"Le ministère chargé de l'environnement élabore en coordination avec les ministères et les collectivités locales concernés des plans fixant les conditions dans lesquelles seront effectuées les opérations de collecte et d'élimination des ordures ménagères. Lors de l'examen des demandes d'agrément des installations de traitement et d'élimination des déchets, il sera tenu compte des dispositions du plan spécifique à chaque zone, ainsi que des objectifs qu'il fixe afin de garantir le niveau de rentabilité maximum aux entreprises publiques et privées d'élimination des déchets.",TO_VALIDATE,0.699999988079071,Art. 19 (p.2-2),Le ministère chargé de l'environnement élabore en coordination avec les ministères et les collectivités locales concernés des plans fixant les conditions dans lesquelles seront effectuées les opérations de collecte et d'élimination des ordures ménagères. Lors de l'examen des demandes d'agrément des installations de traitement et d'élimination des déchets
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 20,20,26,OBLIGATION,Les collectivités locales et les groupements de communes doivent assurer la gestion des déchets ménagers.,TO_VALIDATE,0.75,Art. 20 (p.2-2),Les collectivités locales et les groupements de communes qui se constituent entre elles sont chargés de la gestion des déchets ménagers.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 20,20,27,EXCEPTION,"Les collectivités locales et les groupements de communes peuvent confier les opérations ou les installations de collecte, d'élimination et de traitement des déchets ménagers à des entreprises publiques ou privées sous forme de sous-traitance ou de concession.",DRAFT,0.8500000238418579,Art. 20 (p.2-2),"Les collectivités locales et les groupements de communes qui se constituent entre elles sont chargés de la gestion des déchets ménagers. Elles peuvent confier les opérations ou les installations de collecte, d'élimination et de traitement des déchets ménagers à des entreprises publiques ou privées sous forme de"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 21,21,28,OBLIGATION,"Les collectivités locales peuvent se charger de l'élimination d'autres déchets qui, eu égard à leurs caractéristiques ou volume.",TO_VALIDATE,0.8500000238418579,Art. 21 (p.2-3),"Les collectivités locales peuvent se charger de l'élimination d'autres déchets qui, eu égard à leurs caractéristiques ou volume"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 21,21,29,OBLIGATION,Les collectivités locales peuvent être collectés et traités sans contraintes techniques particulières moyennant une redevance supplémentaire dont la valeur est fixée comme en matière de redevance pour services publics payants.,TO_VALIDATE,0.8500000238418579,Art. 21 (p.2-3),"Les collectivités locales peuvent se charger de l'élimination d'autres déchets qui, eu égard à leurs caractéristiques ou volume, peuvent être collectés et traités sans contraintes techniques particulières et ce, moyennant une redevance supplémentaire dont la valeur est fixée"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 21,21,30,OBLIGATION,Tout système à créer doit être approuvé le système.,TO_VALIDATE,0.699999988079071,Art. 21 (p.2-3),"Ces systèmes peuvent être conçus sur la base de la consigne obligatoire des emballages, et tout système à créer doit être approuvé ."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 21,21,31,INTERDICTION,L'utilisation de produits recyclés est interdite la fabrication d'emballages destinés à contenir directement des produits alimentaires.,DRAFT,0.8999999761581421,Art. 21 (p.2-3),L'utilisation de produits recyclés dans la fabrication d'emballages déstinés à contenir directement des produits alimentaires est strictement interdite
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 21,21,32,OBLIGATION,Tout système à créer doit être approuvé.,TO_VALIDATE,0.699999988079071,Art. 21 (p.2-3),"Ces systèmes peuvent être conçus sur la base de la consigne obligatoire des emballages, et tout système à créer doit être approuvé ."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 21,21,33,INTERDICTION,"Il est interdit utiliser des produits recyclés dans la fabrication d'emballages destinés à contenir directement des produits alimentaires, sauf autorisation préalable du Ministre chargé de la Santé Publique après avis du Ministre chargé de l'Environnement.",DRAFT,0.8399999737739563,Art. 21 (p.2-3),"L'utilisation de produits recyclés dans la fabrication d'emballages déstinés à contenir directement des produits alimentaires est strictement interdite, sauf autorisation préalable du Ministre chargé de la Santé Publique après avis du Ministre chargé de l'Environnement."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 14,14,34,INTERDICTION,"La réutilisation d'emballages de produits chimiques pour contenir des produits alimentaires est interdite et sont obligatoirement apposés sur les emballages de produits chimiques des signaux apparants avertissant des risques qui menacent la santé de l'homme du fait de la réutilisation de ces emballages pour le stokcage de produits alimentaires. Un arrêté conjoint des ministres chargés de l'environnement, de l'industrie et de la santé publique fixera les conditions d'application de cet article ainsi que les poduits chimiques emballés soumis à cette obligation.",TO_VALIDATE,0.8999999761581421,Art. 14 (p.2-2),La réutilisation d'emballages de produits chimiques pour contenir des produits alimentaires est interdite et sont obligatoirement apposés sur les emballages de produits chimiques des signaux apparants avertissant des risques qui menacent la santé de l'homme du fait de la réutilisation de ces emballages pour le stokcage de produits alimentaires
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 15,15,35,AUTRE,Les autorités compétentes peuvent adopter des règlements portant création de systèmes d'attribution de labels écologiques aux produits et marchandises justifiant des plus hauts niveaux de qualification du point de vue de la protection de l'environnement.,TO_VALIDATE,0.800000011920929,Art. 15 (p.2-3),Les autorités compétentes peuvent par arrêté adopter des règlements portant création de systèmes d'attribution de labels écologiques aux produits et marchandises qui justifient des plus hauts niveaux de qualification du point de vue de la protection de l'environnement
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 15,15,36,EXCEPTION,Les autorités compétentes peuvent adopter des règlements portant création de systèmes d'attribution de labels écologiques.,DRAFT,0.8500000238418579,Art. 15 (p.2-3),"Les autorités compétentes peuvent par arrêté adopter des règlements portant création de systèmes d'attribution de labels écologiques aux produits et marchandises qui justifient des plus hauts niveaux de qualification du point de vue de la protection de l'environnement, qui"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 15,15,37,OBLIGATION,Ces règlements fixent les conditions et les procédures d'attribution des labels écologiques et les critères spécifiques à chacune des catégories de produit.,TO_VALIDATE,0.8500000238418579,Art. 15 (p.2-3),Ces réglements fixent les conditions et les procédures d'attribution des labels écologiques et les critères spécifiques à chacune des catégories de produit.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 28,28,38,REGISTRE,"Les établissements et entreprises visées dans l'article précédent doivent tenir un registre dans lequel sont consignés successivement les quantités de déchets, leur nature et leur origine, le cas échéant leur destination, la périodicité des opérations de leur collecte.",TO_VALIDATE,0.75,Art. 28 (p.3-3),"Les établissements et entreprises visées dans l'article précédent tiennent obligatoirement un registre dans lequel sont consignés successivement les quantités de déchets, leur nature et leur origine et, le cas échant, leur destination, la périodicité des opérations de leur collecte"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 28,28,39,REGISTRE,Le registre doit être conforme à un modèle numéroté et paraphé par les services du ministère chargé de l'environnement.,TO_VALIDATE,0.8999999761581421,Art. 28 (p.3-3),Ce registre doit être conforme à un modèle numéroté et paraphé par les services du ministère chargé de l'environnement et présenté pour consultation à toute réquisition des autorités compétentes en matière de protection de l'environnement.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 28,28,40,REGISTRE,Le registre doit être présenté pour consultation à toute réquisition des autorités compétentes en matière de protection de l'environnement.,DRAFT,0.8999999761581421,Art. 28 (p.3-3),Ce registre doit être conforme à un modèle numéroté et paraphé par les services du ministère chargé de l'environnement et présenté pour consultation à toute réquisition des autorités compétentes en matière de protection de l'environnement.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 28,28,41,REGISTRE,"Le registre doit consigner les quantités de déchets, leur nature, leur origine, leur destination le cas échéant, la périodicité des opérations de collecte, leur moyen de transport et leur mode de traitement, d'élimination ou de valorisation.",DRAFT,0.8999999761581421,Art. 28 (p.3-3),"Le registre doit consigner les quantités de déchets, leur nature, leur origine, leur destination le cas échéant, la périodicité des opérations de collecte, leur moyen de transport et leur mode de traitement, d'élimination ou de valorisation."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 28,28,42,REGISTRE,Ce registre doit être conforme à un modèle numéroté et paraphé par les services du ministère chargé de l'environnement et présenté pour consultation à toute réquisition des autorités compétentes en matière de protection de l'environnement.,TO_VALIDATE,0.8999999761581421,Art. 28 (p.3-3),Ce registre doit être conforme à un modèle numéroté et paraphé par les services du ministère chargé de l'environnement et présenté pour consultation à toute réquisition des autorités compétentes en matière de protection de l'environnement.
